KEN-01-potatocare-umbi-mendeley,PotatoCare: Deep learning based potato disease dataset,kentang,Black Scurf (Rhizoctonia solani); Blackleg; Blackspot Bruising; Brown Rot (Ralstonia solanacearum); Common Scab (Streptomyces scabies); Dry Rot (Fusarium); Pink Rot; Soft Rot (Pectobacterium); Healthy; Miscellaneous,gambar,JPG/PNG dalam ZIP,3905,Mendeley Data,https://data.mendeley.com/datasets/7vm7xskfg4/2,CC BY 4.0,2025,2026-08-25,datasets/priority/kentang/KEN-01-potatocare-umbi-mendeley,94618508,51efd54088740b2215ce5afacbc3ca4c403b38083d353fcf409a40384a6049cc,diunduh,sebagian,"DOI 10.17632/7vm7xskfg4.2. Diklaim 10.117 gambar, terhitung 3.905; rincian per kelas penerbit (jumlah 3.891) cocok dengan isi arsip, jadi angka 10.117 kemungkinan pascaaugmentasi. SATU-SATUNYA dataset umbi berspektrum luas dalam panen ini. Ketimpangan kelas 28:1 (Dry Rot 1.355 vs Black Scurf 49). Asal gambar campuran tanpa provenans per berkas - risiko hak cipta bila diterbitkan ulang per gambar."
KEN-02-virus-daun-umbi-mendeley,Potato Viral Disease Dataset on both Foliar and Tuber,kentang,Mosaic virus (daun); PLRV/Potato Leaf Roll Virus (daun); PSTVd/Potato Spindle Tuber Viroid (umbi); PVY tuber cracking (umbi); Crackingtype (umbi); Healthy leaf,gambar,JPG dalam ZIP,6565,Mendeley Data,https://data.mendeley.com/datasets/rgfhzd5mzw/1,CC BY 4.0,2022,2026-08-25,datasets/priority/kentang/KEN-02-virus-daun-umbi-mendeley,617004491,lihat-SHA256SUMS,diunduh,sebagian,"DOI 10.17632/rgfhzd5mzw.1. Diunduh 3 dari 7 berkas (dataset penuh ~8,9 GB > batas 3 GB); sumber menyediakan berkas terpisah per kelas. Potato Leaf.zip + Potato Tuber.zip = 6.480 citra TURUNAN (tepat 1.080/kelas, rerata 4-5 KB, pola nama ImageDataGenerator). PSTVD.zip = 85 citra UMBI ASLI resolusi penuh Nikon D90 (rerata 6,6 MB), cocok persis dengan klaim penerbit. Asli seluruh dataset 1.972 citra. Dilewati: Crackingtype 3.399 MB, Mosaic_leaf 2.552 MB, PLRV_leaf 2.024 MB, Healthy leaf 284 MB. Latar hitam seragam. SATU-SATUNYA yang memasangkan gejala daun dan umbi untuk patogen sama."
KEN-03-daun-kentang-mendeley,"Potato Leaf Disease Dataset (BARI Chattogram, Bangladesh)",kentang,Bacterial Soft Rot; Fungal Late Blight (Phytophthora infestans); Viral Leaf Roll; Viral PVX; Viral PVY; Healthy,gambar,JPG dalam ZIP,2351,Mendeley Data,https://data.mendeley.com/datasets/d5b3fzpw3g/1,CC BY 4.0,2026,2026-08-25,datasets/priority/kentang/KEN-03-daun-kentang-mendeley,38393565,549c7f3343422fa2b77b6fb2c5009a52215aa00626b2646435ba19f4826f8192,diunduh,sebagian,"DOI 10.17632/d5b3fzpw3g.1. Diklaim 2.400 (400/kelas), terhitung 2.351 (387-397/kelas). SELURUH berkas berawalan 'aug_' - 804 citra asli TIDAK diterbitkan, hanya turunan augmentasi. Split acak per berkas akan bocor lintas latih/uji. Diambil di lapangan nyata dengan iPhone 15, cahaya alami. Label virus tanpa konfirmasi ELISA/RT-PCR yang dinyatakan."
KEN-06-cip-hawar-genebank,Replication Data for: Late blight severity in potato accessions from the CIP genebank core collection,kentang,Late blight (Phytophthora infestans) - skor keparahan lb1-lb5 dan indeks AUDPC,tabular,TSV (.tab),1517,International Potato Center (CIP) Dataverse,https://data.cipotato.org/dataset.xhtml?persistentId=doi:10.21223/P3/HJLUJZ,CC BY 4.0,2026,2026-08-25,datasets/priority/kentang/KEN-06-cip-hawar-genebank,165381,lihat-SHA256SUMS,diunduh,terverifikasi,"DOI 10.21223/P3/HJLUJZ. 1.517 baris petak, 482 material, 14 kolom; 1.428 baris punya AUDPC. PENTING: endpoint API '?format=original' mengembalikan XLSX meski nama berkas .tab - berkas di raw/ diambil TANPA parameter itu sehingga benar-benar TSV. Nilai hilang ditulis string 'na'. Tidak ada koordinat, tanggal pengamatan, atau cuaca. Materialnya aksesi Andes (andigena, phureja, stenotomum), bukan varietas Indonesia."
KEN-07-cip-hawar-lbhtc2,Replication Data for: Late blight severity in breeding clones from CIP's LBHTC2 breeding population,kentang,Late blight (Phytophthora infestans) - skor keparahan LB1-LB7 (persen luas terserang) dan indeks AUDPC,tabular,TSV (.tab),5808,International Potato Center (CIP) Dataverse,https://data.cipotato.org/dataset.xhtml?persistentId=doi:10.21223/P3/PN2RGR,CC BY 4.0,2026,2026-08-25,datasets/priority/kentang/KEN-07-cip-hawar-lbhtc2,538148,lihat-SHA256SUMS,diunduh,terverifikasi,"DOI 10.21223/P3/PN2RGR. 5.808 baris petak, 2.755 genotipe unik, 7 titik waktu pengamatan; 5.484 baris punya AUDPC (rentang 70,0-2.677,5, rerata 775,0). Sama seperti KEN-06: jangan pakai '?format=original'. 218 baris tipe kosong dan petak bertanda 'empty' harus disaring. Tanggal tiap pengamatan tidak ada sehingga AUDPC tak bisa dihitung ulang. Populasi terseleksi tahan - sebaran bias ke arah tahan."
KEN-09-cip-pengelolaan-terpadu,Dataset for: Integrated management of late blight on potato,kentang,"Late blight (Phytophthora infestans) - AUDPC, rAUDPC, tekanan penyakit, kelas ketahanan RLB, dan kehilangan/kenaikan hasil per perlakuan fungisida",tabular,TSV (.tab) + XLSX kamus data,309,International Potato Center (CIP) Dataverse,https://data.cipotato.org/dataset.xhtml?persistentId=doi:10.21223/6RV436,tidak dinyatakan,2020,2026-08-25,datasets/priority/kentang/KEN-09-cip-pengelolaan-terpadu,82270,lihat-SHA256SUMS,diunduh,terverifikasi,"DOI 10.21223/6RV436. LISENSI TIDAK DINYATAKAN (medan license bernilai null; Dataverse menampilkan teks baku 'made available without information on how it can be used') - PENERBITAN ULANG BERISIKO. 309 baris; perlakuan seimbang sempurna 103 Phosphonate / 103 Metalaxyl+Mancozeb / 103 Control; tahun 2010-2014; tekanan 195 High / 114 Low; 10 kultivar Afrika Timur; 4 lokasi Kenya bertaut GeoNames. Localities.tab punya 306 baris tapi hanya 4 terisi. Kolom YEAR bercampur '2011','2011a','2011b'."
KEN-04-plantdoc-lapangan,PlantDoc: A Dataset for Visual Plant Disease Detection (varian klasifikasi / Cropped-PlantDoc),"multi-tanaman (13 spesies, termasuk kentang & tomat)","28 kelas; kentang: Potato leaf early blight (117), Potato leaf late blight (105); tomat: 9 kelas (746 gambar); juga apel, paprika, blueberry, ceri, jagung, anggur, persik, raspberry, kedelai, labu, stroberi",gambar,JPG/PNG dalam ZIP (train/ + test/),2579,GitHub - pratikkayal/PlantDoc-Dataset,https://github.com/pratikkayal/PlantDoc-Dataset,CC BY 4.0,2019,2026-08-25,datasets/additional/KEN-04-plantdoc-lapangan,984413268,345548bb3659519f425608b428d8a2ca338032b7b02c3cb3c3bb2954fc8986d9,diunduh,sebagian,"Tanpa DOI; makalah arXiv 1911.10317 / ACM 10.1145/3371158.3371196. Diklaim 2.598, terhitung 2.579 (selisih 19). Kentang hanya 222 gambar (8,6%) dalam 2 kelas dan TIDAK ADA kelas kentang sehat. Kelas 'Tomato two spotted spider mites leaf' hanya 2 gambar. Gambar hasil scraping internet - hak cipta per gambar tidak seragam meski repo CC BY 4.0. Nilai utamanya: citra LAPANGAN berlatar ramai, pelengkap PlantVillage yang berlatar studio. Ditugaskan ke agen kentang lewat KETENTUAN.md bagian 4."
KEN-05-plantdoc-deteksi-objek,PlantDoc Object Detection Dataset (varian kotak-batas),"multi-tanaman (13 spesies, termasuk kentang & tomat)","29 kelas train / 27 test; kentang: Potato leaf (sehat, 11 kotak), Potato leaf early blight (333), Potato leaf late blight (250) = 594 kotak-batas; tomat: 2.932 kotak dalam 9 kelas",campuran (gambar + anotasi kotak-batas),"JPG + PASCAL VOC XML + CSV, dalam ZIP",2594,GitHub - pratikkayal/PlantDoc-Object-Detection-Dataset,https://github.com/pratikkayal/PlantDoc-Object-Detection-Dataset,CC BY 4.0,2019,2026-08-25,datasets/additional/KEN-05-plantdoc-deteksi-objek,994774747,5a1c4e745967c7cc13b4b38c407e933c5137074932339c00e0d4fc17506c68ac,diunduh,terverifikasi,"ANOTASI IKUT, dua format: (a) PASCAL VOC XML satu berkas per gambar (bndbox xmin/ymin/xmax/ymax, banyak object per berkas), (b) train_labels.csv & test_labels.csv kolom filename,width,height,class,xmin,ymin,xmax,ymax. Total 8.921 kotak (8.469 train / 452 test) - ketimpangan train:test 19:1. 2.594 jpg vs 2.593 xml (satu gambar tanpa anotasi). Varian ini PUNYA kelas kentang sehat (11 kotak, hanya train) yang tidak ada di KEN-04. Nama berkas kotor bersisa query URL ('jpg?w=500&h=889'). Medan <path> di XML masih jalur mesin penulis. Gambar tumpang tindih dengan KEN-04 - jangan dicampur dalam satu split."
KEN-08-umbi-augmentasi-mendeley,Potato Crop Disease Augmentation Dataset,kentang,common_scab (Streptomyces scabies); dry_rot (Fusarium); gangrene (Boeremia foveata); violet_root_rot (Helicobasidium purpureum); cut (luka mekanis); healthy,gambar,JPG dalam ZIP,138000,Mendeley Data,https://data.mendeley.com/datasets/2rsrxwck2r/1,CC BY 4.0,2025,2026-08-25,datasets/priority/kentang/KEN-08-umbi-augmentasi-mendeley,742827034,1f135d7c1774950389bc71eaf93a944b33ee4e79cff0c8abfe511d57f602515e,diunduh,terverifikasi,"DOI 10.17632/2rsrxwck2r.1. 138.000 gambar = 23.000 x 6 kelas seimbang sempurna, 10 jenis augmentasi. NOL CITRA ASLI: uji awk -F/ 'NF==3' memberi 0 berkas pada kedalaman induk; tidak ada pemetaan turunan-induk. Tidak bisa dipakai untuk evaluasi jujur. Augmentasi warna (42.000 gambar) merusak ciri pembeda utama antar busuk. SATU-SATUNYA sumber untuk gangren dan busuk akar ungu dalam panen ini - pakai sebagai rujukan visual basis pengetahuan, bukan data latih/uji."
KEN-10-hybrid-tuber-zenodo,"Hybrid Potato Tuber Dataset (Solanum tuberosum, Solanum phureja)",kentang,"Buen estado / kondisi baik (18.000); Defectuoso / cacat (18.000) - penerbit menyebut subkategori luka permukaan, umbi bertunas, umbi busuk, tetapi subkategori itu TIDAK terwujud sebagai label",gambar,"JPG 224x224 dalam ZIP, sudah terbagi train/val/test",36000,Zenodo,https://zenodo.org/records/20616990,CC BY 4.0,2026,2026-08-25,datasets/priority/kentang/KEN-10-hybrid-tuber-zenodo,191748474,25db7ce6a0db2ec433e732c7d712eaf262c48f69946dcfdc423bbb646bb7691d,diunduh,terverifikasi,"DOI 10.5281/zenodo.20616990 (versi 20616991). Pembuat: Armijos-Sarango, Cristian (Universidad Nacional de Loja, Ekuador). BERHASIL DIUNDUH pada percobaan kedua: 403 sebelumnya ternyata pembatasan laju sesaat Zenodo, bukan penyaringan permanen - berhasil dengan User-Agent penuh 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)', satu permintaan pada satu waktu, dan --retry 4 --retry-delay 15. MD5 terhitung 468ed3a9e2e9e1c509cd38e0f42282a9 COCOK dengan checksum terbitan Zenodo. Terhitung 36.000 gambar, SAMA PERSIS dengan klaim (train 23.040 / test 7.200 / val 5.760; Buen estado 18.000 / Defectuoso 18.000). Uji kebocoran: 0 nama berkas muncul di >1 split, indeks 1..18000 per kelas tanpa lubang. KETERBATASAN: hanya biner - subkategori cacat tidak dilabeli, sehingga busuk tidak terpisah dari umbi bertunas; tidak dapat dipetakan ke nama patogen. Provenans per gambar terhapus oleh penomoran ulang dan dataset ini 'incorporating multiple public potato datasets', jadi tumpang tindih dengan KEN-01/KEN-08 tak dapat dikesampingkan dan tidak dapat dipastikan apakah augmentasi diterapkan sebelum split. Sudah diperkecil ke 224x224 (rerata 5,2 KB) sehingga tekstur halus hilang. PERAN: penapisan biner mutu umbi (grading), BUKAN diagnosis penyakit - KEN-01 tetap sumber utama diagnosis."
